,id,created_at,text,is_propaganda
2427,1509437360211218432,2022-03-31 07:48:05+00:00,Taxi fares could increase again in Guernsey https://t.co/cyaXrDCI8q,False
1773,1492126155159355396,2022-02-11 13:19:32+00:00,RT @PMSimferopol: 🆕On the occasion of Diplomatic Workers' Day diplomats of the MFA🇷🇺Representative Office in #Simferopol🇷🇺paid a visit to t…,True
2055,1486484266938781705,2022-01-26 23:40:41+00:00,RT @RussiaUN: #Polyanskiy: #Syria can achieve lasting peace &amp; security once it fully recovers its sovereignty &amp; territorial integrity. It i…,True
170,1527348364827844608,2022-05-19 18:00:01+00:00,Bronze statue of former PM Thatcher vandalised shortly after being installed in Grantham https://t.co/t4sKGrDNQ0,True
1339,1519148785972264963,2022-04-27 02:57:49+00:00,"⚡️Ammunition depot in Belgorod, Russia catches fire. 

Governor of Belgorod Oblast Vyacheslav Gladkov reported earl… https://t.co/Yon5Fb0uhH",False
2253,1481660251178950664,2022-01-13 16:11:46+00:00,"🇷🇺🇰🇿📞 On January 13, President #Putin had a phone conversation with President #Tokayev.

⚡️ The two leaders discuss… https://t.co/m9R91ZFX6F",True
479,1525385429142237185,2022-05-14 08:00:01+00:00,"Hundreds of protesters were dispersed by police in Santiago, Chile, as they took to the streets against the killing… https://t.co/zA5eA3o496",True
1000,1521784528980828160,2022-05-04 09:31:19+00:00,"⚡️ Ukraine’s Intelligence: Russia plans to hold military parade in Mariupol on May 9.

Intelligence Directorate rep… https://t.co/PFoZrFQ2Ln",False
2564,1513177485659320330,2022-04-10 15:30:00+00:00,"Ousted Pakistani PM reveals struggle against ‘foreign conspiracy’

Details: https://t.co/kLuvU1sNCv https://t.co/Pbv0zAkbRG",True
562,1526375555632926721,2022-05-17 01:34:25+00:00,"Political commentator Kathy Barnette, who has shaken up Pennsylvania’s Republican US Senate primary, said she would… https://t.co/cyZFaixKaS",False
2314,1514408095795003399,2022-04-14 01:00:01+00:00,"Colombo, Sri Lanka was packed with protesters rallying to demand the resignation of President Gotabaya Rajapaksa as… https://t.co/MK1ZfluCCe",True
2563,1508470232670683140,2022-03-28 15:45:04+00:00,A really simple guide to the French election https://t.co/GhRSliV5r6,False
3058,1504668986675535873,2022-03-18 04:00:16+00:00,Dozens of pilot whales die at notorious New Zealand beach https://t.co/TKglv7NkK8,False
1514,1497149351470108675,2022-02-25 09:59:55+00:00,🔴 #LIVE: Russian Foreign Minister Sergey #Lavrov and Minister of Foreign Affairs of the LPR V.N.Deinego and Deputy… https://t.co/zTkwzgFvTB,True
3212,1460871742210072577,2021-11-17 07:25:39+00:00,"💬FM Sergey #Lavrov: In response to a request from @_AfricanUnion members, Russia provided aid to almost 20 states b… https://t.co/5EB3vCSGxi",True
937,1521475441516847105,2022-05-03 13:03:07+00:00,"RT @BBCPolitics: ""We cannot make the same mistake again""

PM Boris Johnson tells Ukrainian Parliament ""we were too slow to grasp what was r…",False
820,1524981496783769602,2022-05-13 05:14:56+00:00,"Love, laughter and lonely clouds have inspired poets the world over. But now Taiwan wants people to find lyrical in… https://t.co/it3gZksqg6",False
1270,1501828106776199174,2022-03-10 07:51:37+00:00,"🇷🇺🇹🇷 In #Antalya, Russian Foreign Minister Sergey #Lavrov held a meeting with Turkish Foreign Minister… https://t.co/pktzYNtmVg",True
2709,1517175273472630787,2022-04-21 16:15:47+00:00,"RT @BloombergTV: Deputy Chief of the Presidential Staff in Ukraine Ihor Zhovkva says it’s “premature” to say Russia has taken Mariupol. 

H…",False
2283,1511648163790213120,2022-04-06 10:13:01+00:00,"⚡️Greece to expel 12 Russian diplomats.

The Greek Foreign Ministry announced that 12 members representing Russia o… https://t.co/geHLvhZZZ0",False
840,1521984025606475776,2022-05-04 22:44:03+00:00,"Nonuplets in perfect health on first birthday, say father https://t.co/GLTKA2olbY",False
2615,1517447746214674432,2022-04-22 10:18:30+00:00,German Chancellor Olaf Scholz warns against open conflict with Russia that could lead to nuclear war https://t.co/u6bQoknL1s,False
1143,1521150019222401025,2022-05-02 15:30:00+00:00,"Putin doesn’t respect American leadership anymore – Trump

https://t.co/MfOHK7R1HS https://t.co/ZRTrbUQm40",True
842,1522854347926867968,2022-05-07 08:22:24+00:00,"⚡️UK intelligence: Russia's war takes a toll on its most advanced capabilities.

According to the report, at least… https://t.co/sADqHgnFge",False
3124,1505355164835885061,2022-03-20 01:26:54+00:00,The convoy was not allowed to enter the city limits and the drivers were not permitted to spend the night.,False
1230,1502728955811479552,2022-03-12 19:31:17+00:00,"💬 Opinion by Maria #Zakharova

This is just one instance that illustrates how #demilitarisation is connected with… https://t.co/FzFAk8ET0k",True
2552,1513268080838787072,2022-04-10 21:30:00+00:00,"No more German army weapons for Ukraine – Berlin

Details: https://t.co/AAvO7aLd0O https://t.co/TcYlSnMqoh",True
2209,1519280121651281920,2022-04-27 11:39:42+00:00,"RT @BloombergUK: The Greens' Caroline Lucas asks about the 56 MPs, including three government ministers, facing investigation over sexual m…",False
2003,1516333278038568962,2022-04-19 08:30:00+00:00,"Shelling of Ukrainian military positions reported in Donbass

MORE: https://t.co/ij2h0uePPx https://t.co/0utPwKQdlX",True
2332,1518707146413813773,2022-04-25 21:42:54+00:00,A House investigation into McKinsey’s role advising Purdue Pharma includes a look at “risk-management” processes th… https://t.co/dRuJjcb1UL,False
1148,1519599558032084992,2022-04-28 08:49:02+00:00,"Tree cover losses in northern regions of the world reached a record high in 2021, says Global Forest Watch

https://t.co/PT6qQtshQF",False
2310,1514438298688581634,2022-04-14 03:00:01+00:00,Coal’s back with a vengeance? https://t.co/8DB7TolFWi,True
3049,1515940603254743044,2022-04-18 06:29:39+00:00,"Shanghai reports three deaths, the first in its current outbreak, as skepticism grows over China's official Covid d… https://t.co/4Wv3wAPbqC",False
2883,1505935881601003533,2022-03-21 15:54:27+00:00,Influencers in Australia risk jail for breaking finance tips rules https://t.co/h6YpGz6kww,False
839,1523150701517443072,2022-05-08 04:00:00+00:00,Santiago sees clashes as protesters decry shooting of three journalists https://t.co/ZDVWoTyBgn,True
1248,1518915305824825344,2022-04-26 11:30:03+00:00,Police release footage from set of Rust shooting https://t.co/pOnLMCs2Ze,False
1976,1520146001889308672,2022-04-29 21:00:24+00:00,Bipartisan efforts in Congress to shield sensitive U.S. technology from China face a new hurdle: the Biden administ… https://t.co/suAzNXpnGg,False
1788,1514306686554710016,2022-04-13 18:17:03+00:00,"Russia says Ukrainian troops are surrendering on mass in besieged Mariupol, but Ukraine denies this https://t.co/CvrE8FfclC",False
72,1526952314631749635,2022-05-18 15:46:15+00:00,"💬 #Zakharova: Russia will have to take retaliatory measures - their essence, including military and technical aspec… https://t.co/pHZ6o7yxxA",True
1636,1515610645219229699,2022-04-17 08:38:31+00:00,“My face was stolen by Ukraine war scammers” https://t.co/t0DvUfaHZI,False
2407,1509570686670585857,2022-03-31 16:37:52+00:00,"RT @BBCNews: Ukraine war: 'Most Russian troops' leaving Chernobyl, Ukraine says https://t.co/CJgvOzBty6",False
2217,1514921483755155462,2022-04-15 11:00:02+00:00,Dozens injured in clashes between Palestinians and Israeli police https://t.co/SvdOEdQBv8,True
3159,1509681957436862465,2022-04-01 00:00:01+00:00,Thousands gather at a massive encampment in Buenos Aires to call for the opening of new employment programs and foo… https://t.co/LC8pFQ5MaS,True
170,1527321822663806977,2022-05-19 16:14:33+00:00,"⚡️Stoltenberg: Russia’s offensive in Donbas stalled, but ‘war may continue for a long time.’

NATO Secretary-Genera… https://t.co/JtVGF3zocQ",False
3030,1506135193140215816,2022-03-22 05:06:27+00:00,"⚡️Air raid alerts sound in almost every region of Ukraine. 

Sirens have been activated in the Sumy, Mykolaiv, Tern… https://t.co/jOCxqYeUIw",False
1462,1517125761525813249,2022-04-21 12:59:03+00:00,"KGF 2, RRR, Pushpa: The southern Indian films winning on Bollywood's turf https://t.co/2nnnHxcqwX",False
1821,1491458058693668865,2022-02-09 17:04:45+00:00,"🇷🇺🇺🇳On February 7, the UN Security Council held one of the signature events of Russia’s Council presidency: a debat… https://t.co/YY5PwaVqZM",True
3207,1509396591744286720,2022-03-31 05:06:05+00:00,US accuses China of ‘choking’ Taiwan https://t.co/o0NBKEnsir,True
78,1527985046736486405,2022-05-21 12:09:58+00:00,"⚡️Zelensky appoints Oleksiy Kuleba as head of Kyiv Regional Military Administration.

Kuleba headed the region from… https://t.co/Z0VYDVPEN8",False
2514,1513480577369972743,2022-04-11 11:34:23+00:00,"French presidential election results: Macron in front with 27.84%, Le Pen won 23.15% https://t.co/wUjGu03dli",True
2429,1476466149802004485,2021-12-30 08:12:16+00:00,"RT @RussiaUN: 🇷🇺transferred💲6,509,158 of assessed contributions to the budgets of UN Multidimensional Integrated Stabilization Mission in t…",True
315,1521429209654177792,2022-05-03 09:59:25+00:00,"RT @EmbassyofRussia: Today marks 708 years since the birth of Sergius of Radonezh, one of most venerated Russian Orthodox Saints. He went d…",True
1957,1520326102761226240,2022-04-30 08:56:03+00:00,The latest updates on Russia's invasion of Ukraine https://t.co/5Vk9GrdXoI,False
985,1507246576850329600,2022-03-25 06:42:41+00:00,"💬#Zakharova: On March 24, Brussels hosted an emergency @NATO summit. They made their ritual accusations against Rus… https://t.co/69QLJ4HcWm",True
1266,1520304445539635201,2022-04-30 07:30:00+00:00,"Berlin called on to stop sending weapons to Ukraine

Arms supplies to Kiev only prolong suffering of Ukrainians and… https://t.co/ULLBnjKqJs",True
2614,1472142728528121866,2021-12-18 09:52:32+00:00,🇶🇦 We congratulate the State of #Qatar on its National Day which is marked on December 18. This holiday symbolises… https://t.co/NEEGWwk8ER,True
2344,1511292882946297863,2022-04-05 10:41:16+00:00,"⚡️Russian shellings on April 4 kill 6 people, injure 8 in Kharkiv Oblast.

Kharkiv Oblast Governor Oleh Synehubov s… https://t.co/jDvcqc60J4",False
1541,1517531086200442882,2022-04-22 15:49:39+00:00,"⚡️Russian forces enter two new territorial communities in Kherson Oblast.

The local authorities of Velykolepetyska… https://t.co/DLzCdTf8bT",False
1551,1517457519488155649,2022-04-22 10:57:20+00:00,"⚡️ 1,084 bodies of civilians killed by Russian military found in Kyiv Oblast.

Up to 75% of these people were kille… https://t.co/VY9cFcymRY",False
224,1527034138972372993,2022-05-18 21:11:24+00:00,The future membership of the two Nordic countries in NATO will depend on whether Bosnia and Herzegovina’s electoral… https://t.co/jI92GqSJjx,False
955,1522056722935947264,2022-05-05 03:32:55+00:00,"Ukraine’s military has reportedly killed 12 Russian generals thus far, although U.S. officials declined to confirm… https://t.co/14ngzJxSMU",False
950,1522448573882769409,2022-05-06 05:30:00+00:00,"Shareholders sue Netflix

Streaming service executives are accused of lying about the company’s growth… https://t.co/GNA7CMLkUv",True
1923,1516719528813776900,2022-04-20 10:04:49+00:00,"#BREAKING: London court issues extradition order to US for #Assange

MORE: https://t.co/GButLOFjOr https://t.co/mgKx4rbCaV",True
399,1525929008122109955,2022-05-15 20:00:00+00:00,Fresh round of Yellow Vests demonstrations in Paris https://t.co/5VJEEBoRtD,True
1717,1514705233586397197,2022-04-14 20:40:44+00:00,"""If I hate, they win... So I will not give them hate""

Relatives of hostages killed in Syria remember their loved o… https://t.co/1o7w7hLzVD",False
615,1514285320912654340,2022-04-13 16:52:09+00:00,"💬#Zakharova: On April 19, 1783, Empress Catherine the Great signed the Manifesto on the accession of Crimea, Taman… https://t.co/QvoUggHqZP",True
786,1523302746207698945,2022-05-08 14:04:10+00:00,⚡️⚡️ US First Lady Jill Biden and Ukraine's First Lady Olena Zelenska greet each other as they meet in Uzhhorod in… https://t.co/pjl1tYH1gq,False
2972,1510821963706470407,2022-04-04 03:30:00+00:00,"Israel faces ‘many more’ attempted terror attacks, PM warns

Learn more: https://t.co/LRHVUXOwEi https://t.co/fcYfoJQngA",True
67,1527930041010626560,2022-05-21 08:31:24+00:00,President Biden and his South Korean counterpart pledged to keep pressure on Russia through sanctions and export co… https://t.co/rkI35n7AqH,False
2551,1509627286848520198,2022-03-31 20:22:47+00:00,"⚡️Russian military steal 14 tons of humanitarian aid.

According to Deputy Prime Minister Iryna Vereshchuk, food an… https://t.co/ngzjXr7UPC",False
871,1521862767069835264,2022-05-04 14:42:13+00:00,Dolly Parton joins Rock &amp; Roll Hall of Fame despite asking to excluded from the honour https://t.co/OR2sj4waVZ,False
116,1527715654933020672,2022-05-20 18:19:30+00:00,⚡️Biden's student loan plan is personal for 30 of his top White House aides—and for millions of Americans saddled w… https://t.co/iIn35r2lgy,False
2478,1517829117558800385,2022-04-23 11:33:56+00:00,Christians were celebrating the “Holy Fire” ceremony at the Church of the Holy Sepulchre in Jerusalem on Saturday a… https://t.co/VUxKsYLsXo,False
1905,1489549122688405504,2022-02-04 10:39:19+00:00,"💬 #Zakharova: On February 4, 1945, #YaltaConference of the leaders of the USSR, the USA &amp; Great Britain began.

☝️… https://t.co/Dg4tT3DEeH",True
1054,1521821947658612736,2022-05-04 12:00:01+00:00,The US-based Smithsonian network of museums has officially acknowledged that many of its collections were obtained… https://t.co/ROBsspn3Or,True
7,1528387216493395970,2022-05-22 14:48:03+00:00,Geraldina Guerra tracks cases of femicide in Ecuador and maps victims' lives online so people can learn about their… https://t.co/dUnMmudhIG,False
1247,1502264488145391622,2022-03-11 12:45:39+00:00,RT @RussianEmbassyC: ❗Embassy Statement https://t.co/ASZMzpmscQ,True
1869,1513809957761732609,2022-04-12 09:23:13+00:00,Sri Lanka warns it will default on its foreign debt amid crisis https://t.co/2mpBziyYke,False
643,1523616879100760066,2022-05-09 10:52:26+00:00,"RT @BBCPolitics: ""Their unprovoked, illegal, senseless and self-defeating invasion of Ukraine... all corrupt the memory of past sacrifices…",False
1437,1498656569806004225,2022-03-01 13:49:04+00:00,"RT @mission_russian: 📈 Due to a surge of requests - the exhibition is also available here: 

https://t.co/FKBGgQH01y https://t.co/ggfvkYZrzC",True
2011,1487071374866853890,2022-01-28 14:33:38+00:00,RT @Amb_Ulyanov: Met with the Permanent Representative of  Pakistan https://t.co/BRe3TPmXAa. Aftab Ahmad Khokher. We discussed the situatio…,True
1484,1517917340108836864,2022-04-23 17:24:30+00:00,"⚡️ Ukraine's General Staff says Russia prepares offensive towards Sievierodonetsk, Luhansk Oblast. 

Russian troops… https://t.co/JMCB2feW7K",False
1639,1518311313235226629,2022-04-24 19:30:00+00:00,"German request over weapons for Ukraine rejected – media

Details: https://t.co/v9MaABSrl0 https://t.co/SVlH0ekGiG",True
322,1526258074608095234,2022-05-16 17:47:36+00:00,"Austria makes pledge on neutral status

Vienna has no plans to change its non-aligned status, the country’s foreign… https://t.co/WDc5NtTgP4",True
1043,1521904993753731072,2022-05-04 17:30:00+00:00,"North Korea allegedly fires ballistic missile

https://t.co/jhHDqJICYz https://t.co/ZVz6Y3ypqb",True
2215,1511248546615472133,2022-04-05 07:45:05+00:00,Sri Lanka central bank to get new governor amid economic crisis https://t.co/58wN0SQi3i,False
335,1526240147292971010,2022-05-16 16:36:21+00:00,A ceremony commemorating the liberation of Mauthausen Concentration Camp 77 years ago took place in Austria. Relati… https://t.co/QXx6Tckuos,True
2706,1512131843604242435,2022-04-07 18:15:00+00:00,"EU Parliament approves total Russian energy ban

DETAILS: https://t.co/omDrMqzdgP https://t.co/RV0ln2lpPe",True
1737,1514603155488608265,2022-04-14 13:55:06+00:00,Brazil's indigenous communities fear mining threat over war in Ukraine https://t.co/01S8IMwoQ0,False
2522,1508702793565184005,2022-03-29 07:09:10+00:00,Prince Philip memorial to honour a 'long life lived fully' https://t.co/vjWgruXziU,False
2906,1511154151593586688,2022-04-05 01:30:00+00:00,"Hungarian Prime Minister Viktor Orban was buoyant following his landslide win to secure a fourth term, and channele… https://t.co/Fg490GCpNg",True
2418,1513887159840780289,2022-04-12 14:30:00+00:00,"World Bank names factors that will slow Asian growth

https://t.co/4EoOi7igiL https://t.co/5WXWpkWOfK",True
685,1523252897525661696,2022-05-08 10:46:06+00:00,"Ukraine war: 'If this is true, then I am also a Nazi' https://t.co/brhnZXgAhm",False
2267,1510894720398073858,2022-04-04 08:19:07+00:00,Huge tides engulf Sydney's famous Bondi Beach https://t.co/vig7Ca46su,False
2650,1471452760264654859,2021-12-16 12:10:50+00:00,"RT @RusAmbCambodia: 🤝 Friendly and constructive consultations led by H.E. Mr. Nikolai Patrushev, Secretary of 🇷🇺 Security Council, and H.E.…",True
1769,1517511042628304897,2022-04-22 14:30:01+00:00,"Kim Jong-un pens farewell letter to South Korean leader

Kim Jong-un thanked outgoing South Korean President Moon J… https://t.co/ywBB0HiobO",True
3045,1510404163859283968,2022-04-02 23:49:49+00:00,Iran already pumping oil at pre-sanctions level – minister https://t.co/5yilqg30qc,True
650,1526053049424306176,2022-05-16 04:12:54+00:00,South Korean President Yoon Suk Yeol indicated his new government will take part in a regional economic group Joe B… https://t.co/5MChlS0iSi,False
1723,1514673611071709185,2022-04-14 18:35:04+00:00,"The moments before US police fatally shot Patrick Lyoya

 https://t.co/FUcmNIQ4wB",False
3063,1510301029807570948,2022-04-02 17:00:00+00:00,The US State Department has announced plans to begin offering gender neutral passports as of April 11. The move wil… https://t.co/OqmVKAHrQc,True
2849,1511395745076637708,2022-04-05 17:30:00+00:00,"WARNING: DISTURBING
Russian nationals were allegedly assaulted during a motorcade against Russophobia in Athens, Gr… https://t.co/yr25ej4N2I",True
749,1525158455648079873,2022-05-13 16:58:06+00:00,⚡️Trump true believer and attorney Alina Habba is spearheading the former president’s aggressive legal tactics  https://t.co/1gLIWjAANj,False
1346,1518145777180282880,2022-04-24 08:32:13+00:00,Nigeria oil blast: Dozens die after explosion at illegal refinery https://t.co/dCjRWd3rv1,False
274,1526608494152982529,2022-05-17 17:00:02+00:00,"The Western powers aiding Ukraine could be considered as enemies waging war against Russia, according to Kremlin sp… https://t.co/BpijeZ5uV3",True
1953,1514187004803796997,2022-04-13 10:21:28+00:00,"⚡️ Deputy mayor: ‘More than 1,500 dead Russian soldiers in Dnipro morgues.’

The bodies of Russian soldiers remain… https://t.co/UU4AwNMCUr",False
3032,1463950943515467779,2021-11-25 19:21:18+00:00,RT @Amb_Ulyanov: #ASEAN is a very important partner of Russia. We want to expand cooperation with this organisations in various fields.,True
3065,1510285933903552522,2022-04-02 16:00:01+00:00,Afghans collect first opium poppy harvest since Taliban's comeback https://t.co/TSrfNuT0Ks,True
2953,1510935217829253120,2022-04-04 11:00:02+00:00,"Ukraine accuses Russia of war crimes in Bucha, Moscow says incident was staged, calls UNSC meeting https://t.co/TGpqIXV1C0",True
1530,1519012633147580417,2022-04-26 17:56:48+00:00,Putin cites UN court decision regarding Kosovo to Guterres in connection with Donbass https://t.co/Cq3LedtEp6,True
224,1527380438058012673,2022-05-19 20:07:28+00:00,"RT @BloombergTV: A fight among New York Democrats over a redrawn district map is escalating.

The conflict is arising from a draft map rele…",False
1180,1520296451569504256,2022-04-30 06:58:14+00:00,"⚡️UK Intelligence: Russian forces in Ukraine have weakened morale.

According to the latest British Defense Ministr… https://t.co/uS2mq4Hw4q",False
410,1526826187137372162,2022-05-18 07:25:04+00:00,Only in China: Videos from social media show thousands of residents in a village being sent into quarantine after d… https://t.co/euNC57QvKr,False
1519,1496984981402488834,2022-02-24 23:06:46+00:00,"🇷🇺🇮🇷📞 President Vladimir Putin had a telephone conversation with Iranian President Ebrahim Raisi.

The President of… https://t.co/QUahAMATJB",True
2147,1515374467576479745,2022-04-16 17:00:02+00:00,"Europeans encouraged to cycle and take cold showers to 'stick' it to Putin

More: https://t.co/FetpASL25X https://t.co/erR7SAKiWg",True
2580,1473165038684938240,2021-12-21 05:34:49+00:00,"RT @RusEmbUSA: 🔻
💬#Antonov: 🇺🇸 officials have lost an understanding that human lives are invaluable. The excuses that innocent victims [in…",True
1483,1517918177887498244,2022-04-23 17:27:49+00:00,"⚡️ US expert: Without national mobilization, Donbas is the last offensive Russia can afford.

Whether the Donbas of… https://t.co/TtNDsgjzG9",False
3191,1461000974844186637,2021-11-17 15:59:11+00:00,"💬#Zakharova: On November 16, during the 41st session of the @UNESCO General Conference in Paris, the Recommendation… https://t.co/6HXSJodoxT",True
225,1526970872581324800,2022-05-18 17:00:00+00:00,Russian Orlan-10 unmanned aerial vehicle in action https://t.co/FlBo4rAmM3,True
802,1511040919025463298,2022-04-04 18:00:03+00:00,"RT @mfa_russia: #Facts 👇

@NATO claims to be a ""defensive"" alliance &amp; points a finger at Russia.

Meanwhile, its military spending exceeds…",True
906,1524731016828624896,2022-05-12 12:39:37+00:00,Can a goateed Harvard grad who campaigns in gym shorts and a sweatshirt win a Senate seat for Democrats? His progre… https://t.co/elqKinQPVI,False
125,1527632204444180480,2022-05-20 12:47:54+00:00,"The plan includes a ceasefire and the demilitarization of the frontline under UN supervision, negotiations on the s… https://t.co/aOOLOWJOHO",False
863,1522697648993542144,2022-05-06 21:59:44+00:00,"⚡️Ukrainian troops repel 8 Russian attacks. 

Russian forces continue to attack Ukrainian positions in eastern Ukra… https://t.co/DnwlsjPYzl",False
617,1523716086469955592,2022-05-09 17:26:38+00:00,"RT @BBCBreaking: Queen pulls out of reading the Queen's Speech at this year's State Opening of Parliament, Buckingham Palace announces

htt…",False
465,1525476033289388033,2022-05-14 14:00:02+00:00,"While hostilities continue at the Azovstal plant in Mariupol, attempts are being made to return to normal life in t… https://t.co/WQZkAmmAdq",True
1734,1514609705582137348,2022-04-14 14:21:08+00:00,"Elon Musk makes offer to buy Twitter

https://t.co/bXc774tdIg",False
2537,1509813605088342019,2022-04-01 08:43:09+00:00,"⚡️ Media: Putin surrounded by doctors, including thyroid cancer specialist.  

He traveled with five doctors on ave… https://t.co/U6uZoFQhml",False
2514,1517611979732566018,2022-04-22 21:11:06+00:00,The New York City Department of Education suspended about 70 employees for allegedly using fake vaccination cards https://t.co/x0iED1MzOv,False
2906,1507106786414899213,2022-03-24 21:27:13+00:00,"⚡️Canada expands sanctions against Russia.

The new sanctions will target 160 members of the Russian parliament and… https://t.co/pgqhMkJ4JL",False
500,1525029940344807426,2022-05-13 08:27:26+00:00,"⚡️ Fire engulfs over 1,500 hectares of forest in Kherson Oblast. 

The situation is becoming critical while fightin… https://t.co/INxINDaEk6",False
1037,1521942747166523392,2022-05-04 20:00:01+00:00,"Ukrainian children named Javelins as conflict reaches ‘inflection’ point in history - Biden

Details:… https://t.co/zBeUEtbv0k",True
1438,1517245144445161473,2022-04-21 20:53:26+00:00,NHS to ban products of slavery after PPE concerns https://t.co/9N4SNChWKW,False
1329,1519208970778521603,2022-04-27 06:56:58+00:00,"⚡️ Russian missiles hit bridge in Odesa Oblast for second time. 

The missiles targeted a bridge crossing the Dnies… https://t.co/w60VM8JMD6",False
2218,1514913926592540677,2022-04-15 10:30:00+00:00,"EU readying Russian oil embargo – media

Read: https://t.co/jtt24h70zG https://t.co/RA5ROSB0TL",True
2618,1508014694832951298,2022-03-27 09:34:55+00:00,Ukraine war: Chernobyl’s vodka producer remains defiant https://t.co/5c50FR3wiJ,False
3203,1460970333855490051,2021-11-17 13:57:25+00:00,"💬#Zakharova: We are concerned about the persisting terrorist activity in #Afghanistan. 

❗️We strongly condemn the… https://t.co/w8TMYnHmzl",True
2639,1508974935905026049,2022-03-30 01:10:34+00:00,"⚡️Izyum has not received humanitarian convoy since March 14. 

Max Strelnyk, a deputy of the Izyum city council, to… https://t.co/GVX1j8O2Kj",False
542,1516488143230447630,2022-04-19 18:45:22+00:00,"RT @LV_RUSEMBAS: 🇷🇺🇱🇻 Commentary of the Russian Embassy in Latvia 🔗https://t.co/esEQCvSN67

#Riga #Latvia #Russia #RussianEmbassy @mfa_russ…",True
2575,1509462677898338306,2022-03-31 09:28:41+00:00,"⚡️ EBRD: Ukraine’s economy to shrink by a fifth this year. 

According to the bank, the economy may bounce back in… https://t.co/Dc5i8T8XjM",False
1033,1521972944137711618,2022-05-04 22:00:01+00:00,"Russian forces are not storming the Azovstal plant — Kremlin

Read more: https://t.co/MDl1AYhl5X https://t.co/6dss24JhFb",True
2918,1511086209761628163,2022-04-04 21:00:01+00:00,Anti-right wing protests grip Paris https://t.co/EdaRaiOWHP,True
1574,1517211841394524160,2022-04-21 18:41:06+00:00,"⚡️EU committed to supply heavy weapons to Ukraine, says Michel.

President of the European Council Charles Michel t… https://t.co/OGBMIRedb7",False
1741,1517586538560847872,2022-04-22 19:30:00+00:00,"The US 'surrender' in Afghanistan has led to it losing respect in the eyes of its adversaries, Trump believes… https://t.co/89fcEokBBF",True
661,1525973598531465216,2022-05-15 22:57:11+00:00,"NATO members rallied around Finland and Sweden on Sunday after they announced plans to join the alliance, marking a… https://t.co/qpUtwIsbv0",False
2846,1506221217367343109,2022-03-22 10:48:17+00:00,"Australian-Iranian Shokrollah Jebeli, 83, dies in Tehran prison https://t.co/K5TJ3MZ1GR",False
468,1518158071238901760,2022-04-24 09:21:04+00:00,"RT @PMSimferopol: Dearest friends, beloved #crimeans🇷🇺! Congratulations to all on the #OrthodoxEaster🕊! 
Today our hearts are filled with s…",True
2462,1513691493495885826,2022-04-12 01:32:29+00:00,"US, UK investigating Ukraine ‘chemical attack’ claims https://t.co/U5gzrquH9s",True
1344,1519919411095760897,2022-04-29 06:00:00+00:00,"250 THOUSAND people have gathered in Jerusalem to attend prayers at the Al-Aqsa Mosque, marking Laylat al-Qadr, ami… https://t.co/6mMFuyaCvN",True
2940,1505541215382556672,2022-03-20 13:46:12+00:00,Western agents seek to get inside Putin's head https://t.co/gj8hiNS4nB,False
2193,1515095119271120897,2022-04-15 22:30:00+00:00,"Germany be like: How can we annoy Putin? Oh, let’s use bikes! 

Details: https://t.co/dNdUrhlyWK https://t.co/iyb6Q0pWqs",True
2413,1509538749197299714,2022-03-31 14:30:58+00:00,RT @BBCNews: President Zelensky addresses Australian parliament https://t.co/7KrNwFCwqW,False
1598,1517054413944328193,2022-04-21 08:15:32+00:00,"These are the indicative estimates of Russia’s combat losses as of April 21, according to the Armed Forces of Ukrai… https://t.co/lWsnMi6BTG",False
1073,1505540584580296707,2022-03-20 13:43:41+00:00,"💬 President #Putin: In many Western countries, people are subjected to persecution just because they are originally… https://t.co/jb7aHdI6Vs",True
1174,1520355620729364480,2022-04-30 10:53:21+00:00,"⚡️ Russia claims Ukraine fired at neighboring Bryansk region, no casualties reported. 

Local Governor Alexander Bo… https://t.co/TvQpaAMjeT",False
251,1523292225756868608,2022-05-08 13:22:22+00:00,"RT @Russia: 🕯️ On May 8, 1967 the Tomb of the Unknown Soldier in #Moscow was unveiled - memorial dedicated to the Soviet heroes who perishe…",True
2443,1510608231655165962,2022-04-03 13:20:42+00:00,"""As soon as our feet touched the platform, I felt that my mission to save my children from the war was completed.""… https://t.co/LLsaDsftvo",False
925,1524640762645958656,2022-05-12 06:40:58+00:00,"RT @BloombergUK: ""Levelling up"".

It was a core promise of Boris Johnson as he led the Conservatives to a landslide general election win in…",False
722,1523711335288418304,2022-05-09 17:07:46+00:00,"⚡️Prosecutors identify another Russian officer suspected of atrocities in Kyiv Oblast. 

According to Ukrainian Pro… https://t.co/Qyx5eInBUF",False
1025,1524385446448480256,2022-05-11 13:46:26+00:00,A crypto firm backed by Coinbase will advise the president of the Central African Republic after the nation adopted… https://t.co/0WNVM3LW2i,False
662,1524313361273532416,2022-05-11 09:00:00+00:00,"Veteran journalist killed in West Bank

https://t.co/5QsPTV0flV https://t.co/zuvQ2qbpnD",True
343,1526980806522150914,2022-05-18 17:39:28+00:00,RT @BloombergTV: UniCredit CEO Andrea Orcel speaks exclusively to Bloomberg's Francine Lacqua about the Italian lender's exposure to Russia…,False
707,1524049120754814979,2022-05-10 15:30:00+00:00,"Germany working on emergency plan for Russian #gas halt – media

https://t.co/G8Z66WZP5d https://t.co/FJYccDW8zM",True
